company	deal_year	company_type	amt_raised_millions
Tellus (Deerfield Beach)	2019	Enabler	
Tempest	2019	Challenger	10.25
The Mighty	2019	Enabler	12.00
The Well	2019	Challenger	14.00
Therapydia	2019	Challenger	10.50
Third Eye Health	2019	Enabler	8.66
Thrive Global	2019	Enabler	25.00
TransformativeMed	2019	Enabler	5.75
TriNetX	2019	Enabler	40.00
Truepill	2019	Enabler	13.40
Twill	2019	Challenger	20.21
Twistle	2019	Enabler	16.00
Two Chairs	2019	Challenger	22.45
Two Chairs	2019	Challenger	7.00
Undivided	2019	Challenger	5.94
Unite Us	2019	Enabler	45.71
Updox	2019	Enabler	12.70
Upward Health	2019	Challenger	7.21
Veda	2019	Enabler	7.82
Verata Health	2019	Enabler	10.06
Verato	2019	Enabler	10.00
Verinovum	2019	Enabler	6.00
Vesta Healthcare	2019	Challenger	30.00
Vida	2019	Challenger	30.00
VillageMD	2019	Challenger	175.00
Vim	2019	Enabler	26.70
Virta Health	2019	Challenger	93.10
VirtualHealth	2019	Enabler	14.00
VisitPay	2019	Enabler	8.15
Vital (Enterprise Systems)	2019	Enabler	5.20
VitalTech	2019	Challenger	8.00
Viz.ai	2019	Enabler	50.00
Vynca	2019	Enabler	10.30
WelbeHealth	2019	Challenger	33.65
Welkin Health	2019	Enabler	17.50
Well	2019	Enabler	25.00
Wellframe	2019	Enabler	20.00
Wellthy (Clinics/Outpatient Services)	2019	Challenger	5.18
WithMe Health	2019	Enabler	20.00
Woebot Health	2019	Challenger	11.50
Workit Health	2019	Challenger	7.90
Xealth	2019	Enabler	14.00
Yes Health	2019	Enabler	9.55
ZERO.health	2019	Challenger	7.15
Zipari	2019	Enabler	22.50
Zipdrug	2019	Enabler	10.80
1upHealth	2020	Enabler	8.00
23andMe (PINX: MEHCQ)	2020	Enabler	82.50
98point6	2020	Challenger	118.69
98point6	2020	Challenger	43.00
Abacus Insights	2020	Enabler	25.00
Abridge	2020	Enabler	10.00
Activ Surgical	2020	Enabler	15.00
Advantia Health	2020	Challenger	80.53
Aetion	2020	Enabler	19.00
Ahead (Clinics/Outpatient Services)	2020	Challenger	9.00
Aizon	2020	Enabler	15.00
Akido Labs	2020	Enabler	11.20
Aledade	2020	Enabler	64.00
All.Health	2020	Enabler	19.47
AllStripes	2020	Enabler	8.00
Alto Pharmacy	2020	Challenger	250.00
Ambience Healthcare	2020	Enabler	6.20
American Well (NYS: AMWL)	2020	Enabler	194.00
Amino Health	2020	Enabler	18.11
Andros (Healthcare Technology Systems)	2020	Enabler	25.00
AngelMD	2020	Enabler	
Angle Health	2020	Challenger	5.00
Annexus Health	2020	Enabler	10.00
Anomaly (Healthcare Technology Systems)	2020	Enabler	5.00
Apostrophe (Life and Health Insurance)	2020	Challenger	9.58
ArborMetrix	2020	Enabler	12.74
AristaMD	2020	Enabler	24.00
Artera	2020	Enabler	45.00
Arterys	2020	Enabler	28.00
Artisight	2020	Enabler	9.29
Ascellus	2020	Challenger	8.00
Ascend Medical	2020	Challenger	8.00
Aspen RxHealth	2020	Challenger	27.00
Assured Allies	2020	Challenger	18.30
Availity Clinical Solutions	2020	Enabler	18.00
b.well Connected Health	2020	Enabler	16.10
Babson Diagnostics	2020	Challenger	13.70
Babylon Health	2020	Challenger	100.00
Benchling	2020	Enabler	50.00
Better Life Partners	2020	Challenger	5.57
Better Therapeutics	2020	Enabler	10.00
Bicycle Health	2020	Enabler	5.28
Big Health	2020	Enabler	39.00
Biofourmis	2020	Enabler	100.00
Blink Health	2020	Enabler	200.00
Braid Health	2020	Enabler	6.00
Brave Health	2020	Challenger	8.00
Breezmed	2020	Enabler	
Bridge Connector	2020	Enabler	25.50
Bright.md	2020	Enabler	16.70
BrightInsight	2020	Enabler	34.66
Brightline (Clinics/Outpatient Services)	2020	Challenger	20.00
Bunkerhill Health	2020	Enabler	10.93
Buoy Health	2020	Challenger	37.50
Buoy Health	2020	Challenger	22.68
C2i Genomics	2020	Enabler	12.00
Cadence Health	2020	Enabler	16.50
Calcium (Medical Records Systems)	2020	Enabler	5.00
Calibrate	2020	Challenger	5.10
Calm	2020	Challenger	40.00
Calm	2020	Challenger	88.00
Caption Care	2020	Enabler	53.00
Caption Care	2020	Enabler	
Carbon Health	2020	Challenger	100.00
Carbon Health	2020	Challenger	25.12
CareBridge	2020	Challenger	36.75
CareRev	2020	Enabler	6.30
CareSignal	2020	Enabler	7.00
Cariloop	2020	Challenger	6.00
Carrot Fertility	2020	Challenger	24.00
Cecelia Health	2020	Challenger	10.44
Cedar (Enterprise Systems (Healthcare))	2020	Enabler	77.00
Centivo	2020	Challenger	33.50
Cerebral	2020	Challenger	35.00
CHESS Health	2020	Enabler	
Cityblock	2020	Challenger	53.31
Clara Health	2020	Challenger	11.00
Clearsense	2020	Enabler	27.50
Cleerly	2020	Enabler	14.48
Cleo (Commercial Services)	2020	Enabler	31.22
Clever Care Health Plan	2020	Challenger	19.50
ClosedLoop	2020	Enabler	8.00
Codoxo	2020	Enabler	7.00
Cognoa	2020	Enabler	54.00
Cohere Health	2020	Enabler	20.00
Comprehensive Health Services	2020	Enabler	
ConcertoCare	2020	Challenger	45.00
Connections Health Solutions	2020	Challenger	32.50
ConsortiEX	2020	Enabler	7.30
Cortechs.ai	2020	Enabler	5.88
Cortex (Healthcare Technology Systems)	2020	Enabler	30.00
Cosán	2020	Challenger	6.74
Covera Health	2020	Enabler	12.50
Curai Health	2020	Challenger	27.50
Curve Health	2020	Challenger	6.00
Darmiyan	2020	Enabler	6.43
Dascena	2020	Enabler	50.00
Datavant	2020	Enabler	40.00
DawnLight	2020	Enabler	38.00
Decent (Healthcare Services)	2020	Challenger	10.00
Devoted	2020	Challenger	450.00
DispatchHealth	2020	Challenger	135.80
DocASAP	2020	Enabler	18.00
Doctor On Demand	2020	Challenger	75.00
Dorsata	2020	Enabler	5.24
dosist	2020	Challenger	
Eden Health	2020	Challenger	25.00
Elation Health	2020	Enabler	40.00
Elligo Health Research	2020	Enabler	36.90
Elucid	2020	Enabler	9.50
Elucid	2020	Enabler	8.00
Embic	2020	Enabler	5.00
Embold Health	2020	Enabler	22.46
Embold Health	2020	Enabler	10.00
EmpowerHealth	2020	Enabler	8.18
Engooden Health	2020	Enabler	11.50
Enlace Health	2020	Enabler	27.00
EnsoData	2020	Enabler	8.96
Episode Solutions	2020	Enabler	6.65
ESO Solutions	2020	Enabler	10.00
Everly Health	2020	Challenger	258.00
Everly Health	2020	Challenger	25.00
Evernow	2020	Challenger	24.00
Evidation Health	2020	Enabler	
Evidation Health	2020	Enabler	45.00
eVisit	2020	Enabler	14.00
Ferrum Health	2020	Enabler	9.00
Fibronostics	2020	Enabler	8.30
Firefly Health	2020	Challenger	10.20
First Dollar	2020	Enabler	5.00
FitOn Health	2020	Enabler	9.25
Foresight (Clinics/Outpatient Services)	2020	Challenger	13.40
Found (Clinics/Outpatient Services)	2020	Challenger	8.00
Freenome	2020	Enabler	270.00
Fruit Street	2020	Challenger	
Fruit Street	2020	Challenger	17.00
Galileo (Clinics/Outpatient Services)	2020	Challenger	20.00
Genome Medical	2020	Challenger	37.00
Gento	2020	Challenger	5.00
Ginger	2020	Challenger	50.00
Glytec	2020	Enabler	6.00
Guideway Care	2020	Challenger	5.50
Gyant	2020	Enabler	13.62
H1 Insights	2020	Enabler	58.00
H1 Insights	2020	Enabler	12.90
Hazel Health	2020	Challenger	34.50
Headspace	2020	Challenger	101.33
Heal	2020	Challenger	62.43
Health Data Analytics Institute	2020	Enabler	16.00
HealthBridge	2020	Enabler	8.00
HealthCare.com	2020	Challenger	5.00
HealthJoy	2020	Enabler	30.00
Healthmine	2020	Enabler	10.50
HealthVerity	2020	Enabler	
Heartbeat Health	2020	Challenger	9.34
Helix (Laboratory Services (Healthcare))	2020	Challenger	
Hellocare.ai	2020	Enabler	10.00
Hero (Healthcare Technology Systems)	2020	Enabler	15.00
Higi (Decision/Risk Analysis)	2020	Enabler	31.41
Hinge Health (NYS: HNGE)	2020	Challenger	85.90
Holmusk (He serves)	2020	Enabler	25.95
Homethrive	2020	Challenger	17.75
Hone Health	2020	Challenger	5.06
Honeybee Health	2020	Enabler	6.00
Immertec	2020	Enabler	12.00
Indy Health	2020	Enabler	15.74
Innovaccer	2020	Enabler	70.00
Insight Timer	2020	Challenger	27.41
IntelyCare	2020	Enabler	36.42
InterVenn	2020	Enabler	33.69
Iora Health	2020	Challenger	126.00
IVXpress	2020	Challenger	30.00
JRNYS	2020	Enabler	15.59
K Health	2020	Enabler	37.00
K Health	2020	Enabler	46.95
K4Connect	2020	Enabler	7.70
Kaden Health	2020	Challenger	19.08
Kaia Health	2020	Enabler	25.85
Kalderos	2020	Enabler	28.00
Kiio	2020	Challenger	
Kindbody	2020	Challenger	30.00
Klara (Enterprise Systems)	2020	Enabler	15.00
Kyruus	2020	Enabler	72.35
Laguna Health	2020	Enabler	6.60
Lark	2020	Challenger	55.00
LeanTaaS	2020	Enabler	130.00
Lemonaid Health	2020	Challenger	36.77
Level Ex	2020	Enabler	8.00
LifeGuides	2020	Enabler	5.50
Lifespark	2020	Challenger	16.09
Lightship	2020	Challenger	19.71
Limbix	2020	Enabler	8.88
Lirio	2020	Enabler	5.30
Loyal (Healthcare Technology Systems)	2020	Enabler	12.50
Lumeon	2020	Enabler	29.71
Luna (Nashville)	2020	Challenger	18.00
Lyra Health	2020	Challenger	110.00
Lyra Health	2020	Challenger	75.00
MacroHealth	2020	Enabler	39.11
Mahana	2020	Challenger	10.01
Mammoth Biosciences	2020	Enabler	44.10
Mammoth Biosciences	2020	Enabler	50.00
Maven	2020	Challenger	45.00
MD Revolution	2020	Enabler	12.25
MDLive	2020	Challenger	50.00
Medable	2020	Enabler	91.00
MedArrive	2020	Challenger	6.90
Medely	2020	Enabler	28.00
Medically Home	2020	Challenger	40.43
Medici	2020	Challenger	23.00
Medigate	2020	Enabler	30.00
Medivis	2020	Enabler	5.00
Medly Pharmacy	2020	Challenger	70.03
Medocity	2020	Enabler	10.84
Memora Health	2020	Enabler	7.50
Meru Health	2020	Challenger	8.10
Mightier	2020	Enabler	7.00
Mindbloom	2020	Challenger	8.00
Mindstrong	2020	Challenger	100.00
Modern Health	2020	Challenger	31.00
Modern Health	2020	Challenger	51.00
Moneta	2020	Challenger	13.60
Monogram Health	2020	Challenger	7.00
Monument	2020	Challenger	7.50
mPulse.	2020	Enabler	16.00
MyLaurel	2020	Challenger	54.00
Navina	2020	Enabler	5.32
NeueHealth (NYS: NEUE)	2020	Challenger	500.00
NeuroFlow	2020	Enabler	7.50
NexHealth	2020	Enabler	15.00
Nice Healthcare	2020	Challenger	5.00
NOCD	2020	Challenger	12.00
Noteworth	2020	Enabler	5.50
Nucleai	2020	Enabler	8.50
Nuna	2020	Enabler	26.70
Nurx	2020	Challenger	22.00
Nym (Enterprise Systems (Healthcare))	2020	Enabler	16.25
Nymbl (Healthcare Technology Systems)	2020	Enabler	3.50
Octave	2020	Challenger	20.00
Olive (Enterprise Systems)	2020	Enabler	225.50
Olive (Enterprise Systems)	2020	Enabler	46.36
Olive (Enterprise Systems)	2020	Enabler	52.02
Omada (NAS: OMDA)	2020	Challenger	39.47
OMNY Health	2020	Enabler	7.00
Onc AI	2020	Enabler	6.00
OncoHealth (Atlanta)	2020	Enabler	28.00
OncoHost	2020	Enabler	8.53
One Drop	2020	Enabler	34.71
OneStudyTeam	2020	Enabler	30.00
Opyn	2020	Enabler	11.00
Orbita	2020	Enabler	9.00
Oscar Health (NYS: OSCR)	2020	Challenger	140.00
Oscar Health (NYS: OSCR)	2020	Challenger	225.00
Oshi Health	2020	Challenger	6.00
OutcomeMD	2020	Enabler	9.25
Ovia Health	2020	Enabler	7.58
Owkin	2020	Enabler	43.00
Owl	2020	Enabler	15.48
Pace	2020	Enabler	5.00
Paceline	2020	Enabler	5.13
Pager	2020	Challenger	22.00
Paige	2020	Enabler	70.00
Papa	2020	Challenger	18.00
Parsley Health	2020	Challenger	20.00
Particle Health	2020	Enabler	12.00
PathologyWatch	2020	Challenger	5.00
PatientIQ	2020	Enabler	6.18
PatientPay	2020	Enabler	6.15
PatientPop	2020	Enabler	50.00
PatientsLikeMe	2020	Enabler	20.00
Pelago	2020	Challenger	12.14
Perfect Health	2020	Challenger	25.00
PharmID	2020	Enabler	5.00
Phosphorus (Decision/Risk Analysis)	2020	Enabler	7.99
PicnicHealth	2020	Enabler	25.00
PierianDx	2020	Enabler	27.30
Pillar Biosciences	2020	Enabler	29.70
Pivot (Healthcare Technology Systems)	2020	Enabler	6.70
Plethy	2020	Challenger	7.00
PlushCare	2020	Challenger	23.00
Predicine	2020	Enabler	26.21
Prescryptive	2020	Enabler	26.00
Presidium Health	2020	Challenger	5.00
Progentec	2020	Enabler	5.00
Proscia	2020	Enabler	22.96
Qualio	2020	Enabler	11.03
Quiddity Solutions	2020	Enabler	5.00
Rapid Surgical	2020	Enabler	5.66
RapidAI	2020	Enabler	15.68
ReadySet (Enterprise Systems (Healthcare))	2020	Enabler	6.15
RealizedCare	2020	Enabler	7.20
Reimagine Care	2020	Challenger	25.00
Retrace	2020	Enabler	18.00
Rhyme (Healthcare Technology Systems)	2020	Enabler	10.00
Rhythmic Health	2020	Challenger	5.00
Rialtic	2020	Enabler	16.21
Ribbon (Enterprise Systems (Healthcare))	2020	Enabler	11.82
Ringmaster	2020	Enabler	5.00
Ro	2020	Challenger	124.51
Robin Healthcare	2020	Enabler	10.00
RubiconMD	2020	Enabler	18.00
RxAnte	2020	Enabler	8.90
RxVantage	2020	Enabler	7.00
RxWare	2020	Enabler	6.00
Salucro	2020	Enabler	7.35
SameSky Health	2020	Challenger	17.05
SchoolCare	2020	Enabler	25.00
Science 37 Holdings	2020	Enabler	40.00
Scripta Insights	2020	Enabler	5.00
ScriptDrop	2020	Enabler	16.65
Seer (Decision/Risk Analysis) (NAS: SEER)	2020	Enabler	55.00
SilverCloud Health	2020	Enabler	16.00
Simple App	2020	Challenger	7.99
Simplify ASC	2020	Enabler	7.00
Sirona	2020	Enabler	8.81
Sirona	2020	Enabler	13.50
SiteRx	2020	Enabler	6.10
Sitka (Healthcare Technology Systems)	2020	Enabler	5.00
SocialClimb	2020	Enabler	12.00
Socially Determined	2020	Enabler	11.10
Solv.	2020	Challenger	27.00
Somatus	2020	Challenger	64.00
SonderMind	2020	Challenger	27.00
Sparta Science	2020	Enabler	16.00
Spring Health	2020	Challenger	76.00
Spring Health	2020	Challenger	21.75
Spring Hills	2020	Challenger	61.94
Springtide Child Development	2020	Challenger	18.13
Spruce Health	2020	Enabler	12.00
SRS Web Solutions	2020	Enabler	8.00
SteadyMD	2020	Challenger	6.00
Stellar Health	2020	Enabler	10.15
Strava	2020	Enabler	110.00
Subtle Medical	2020	Enabler	12.20
Suki	2020	Enabler	20.00
Surgical Theater	2020	Enabler	16.50
Sword Health	2020	Challenger	25.00
Sword Health	2020	Challenger	17.00
Syapse	2020	Enabler	30.00
Telemynd	2020	Challenger	6.80
The Helper Bees	2020	Enabler	6.00
Therapymatch	2020	Challenger	26.00
Thirty Madison	2020	Challenger	47.00
Tia	2020	Challenger	24.28
TigerConnect	2020	Enabler	24.49
Together Senior Health	2020	Challenger	
Tomorrow Health	2020	Enabler	7.06
Topography Health	2020	Enabler	5.85
Transcarent	2020	Enabler	40.00
Trellus (Other Healthcare Services) (LON: TRLS)	2020	Enabler	5.00
Truepill	2020	Enabler	25.00
Truepill	2020	Enabler	75.00
TwentyEight	2020	Enabler	5.10
Twistle	2020	Enabler	18.00
Upfront (Enterprise Systems)	2020	Enabler	11.50
Upperline Health	2020	Challenger	14.03
Upward Health	2020	Challenger	7.64
Valisure	2020	Challenger	
Vativis	2020	Enabler	13.91
Verana Health	2020	Enabler	100.00
Vineti	2020	Enabler	78.00
Virta Health	2020	Challenger	64.88
Vista.ai	2020	Enabler	8.65
VisualDx	2020	Enabler	12.80
VitalTech	2020	Challenger	5.20
Vivante Health (Merger)	2020	Challenger	8.42
Vytalize	2020	Challenger	5.50
Walrus Health	2020	Enabler	14.30
WAYS (Elder and Disabled Care)	2020	Challenger	7.50
Wayspring	2020	Challenger	15.00
Wellinks	2020	Challenger	14.00
Wellth (California)	2020	Enabler	11.62
Wellthy (Clinics/Outpatient Services)	2020	Challenger	5.62
Wheel Health	2020	Enabler	13.90
WithMe Health	2020	Enabler	20.00
Workit Health	2020	Challenger	12.00
xCures	2020	Enabler	5.20
Xealth	2020	Enabler	6.00
XRHealth USA	2020	Challenger	7.00
Zeda (Devices and Supplies)	2020	Enabler	16.76
Zeera	2020	Challenger	6.00
Zero Longevity Science	2020	Challenger	8.00
Zing Health	2020	Challenger	150.00
Zipari	2020	Enabler	10.32
1upHealth	2021	Enabler	25.00
20/20 Onsite	2021	Challenger	
Actium Health	2021	Enabler	25.00
AcuityMD	2021	Enabler	7.00
AdaptX	2021	Enabler	6.85
Advise Insurance	2021	Challenger	100.00
Aetion	2021	Enabler	110.00
Affect (Clinics/Outpatient Services)	2021	Challenger	6.50
AKASA	2021	Enabler	60.00
Akili Interactive	2021	Challenger	110.00
Aledade	2021	Enabler	100.00
Alife	2021	Enabler	9.50
AllStripes	2021	Enabler	50.00
Alma (Clinics/Outpatient Services)	2021	Challenger	28.00
Alma (Clinics/Outpatient Services)	2021	Challenger	50.00
Alpha	2021	Challenger	25.00
Alterwood Advantage	2021	Enabler	10.45
AmberGen	2021	Enabler	
AmplifyMD	2021	Enabler	6.00
Andros (Healthcare Technology Systems)	2021	Enabler	11.93
Anomaly (Healthcare Technology Systems)	2021	Enabler	17.12
Antidote	2021	Enabler	23.77
Antidote Health	2021	Challenger	12.00
Anumana	2021	Enabler	60.00
Anumana	2021	Enabler	25.70
Apella	2021	Enabler	21.25
Aptihealth	2021	Challenger	57.00
Arine	2021	Enabler	13.60
Arrive Health	2021	Enabler	8.00
Arrive Health	2021	Enabler	7.00
Artera	2021	Enabler	22.10
Ash	2021	Challenger	3.35
Asimily	2021	Enabler	9.83
AssuranceSD	2021	Challenger	31.60
Astarte Medical	2021	Enabler	7.60
Aural Analytics	2021	Enabler	15.00
AvodahMed	2021	Enabler	7.00
Axuall	2021	Enabler	10.38
b.well Connected Health	2021	Enabler	32.10
Babson Diagnostics	2021	Challenger	31.00
Babylon Health	2021	Challenger	200.00
Bamf Health	2021	Challenger	5.00
Banjo Health	2021	Enabler	7.56
Bardavon	2021	Enabler	106.70
Belong.Life	2021	Enabler	15.00
BeMe Health	2021	Enabler	7.24
Benchling	2021	Enabler	106.00
Benchling	2021	Enabler	200.00
Bend (Managed Care)	2021	Enabler	7.00
Better Health	2021	Challenger	13.45
BetterNight	2021	Challenger	9.00
Bicycle Health	2021	Enabler	27.00
BioFluidica	2021	Enabler	5.98
Blue Note Therapeutics	2021	Challenger	31.25
BlueJay Mobile Health	2021	Challenger	7.50
BluPanda	2021	Enabler	8.05
Bold (Educational and Training Services)	2021	Challenger	7.00
BrainCheck	2021	Enabler	8.87
BrainTap	2021	Enabler	7.63
Brave Care	2021	Challenger	25.00
Brave Care	2021	Challenger	10.00
Brave Health	2021	Challenger	10.00
Breathwrk	2021	Challenger	5.20
BrightInsight	2021	Enabler	101.00
Brightline (Clinics/Outpatient Services)	2021	Challenger	65.75
Brightside Health	2021	Challenger	50.00
Brightside Health	2021	Challenger	17.19
Bttn (Distributors )	2021	Enabler	6.50
BurnAlong	2021	Challenger	7.00
C2i Genomics	2021	Enabler	100.00
Calibrate	2021	Challenger	100.00
Calibrate	2021	Challenger	20.25
Calmerry	2021	Challenger	5.00
Candid Health	2021	Enabler	9.00
Canvas Medical	2021	Enabler	11.00
Capital Rx	2021	Enabler	50.00
Carbon Health	2021	Challenger	350.00
Care Daily	2021	Enabler	5.35
CareRev	2021	Enabler	50.00
careviso	2021	Enabler	7.90
Carevive	2021	Enabler	18.00
Cariloop	2021	Challenger	15.00
Carrot Fertility	2021	Challenger	60.00
Carrum Health	2021	Enabler	40.00
Carta Healthcare	2021	Enabler	17.30
Caspar AI	2021	Enabler	12.00
Cecelia Health	2021	Challenger	
Cedar (Enterprise Systems (Healthcare))	2021	Enabler	268.36
Cedar (Enterprise Systems (Healthcare))	2021	Enabler	200.00
Ceevra	2021	Enabler	10.00
CellMax Life	2021	Challenger	5.10
Centaur Labs	2021	Enabler	15.89
Cerebral	2021	Challenger	126.40
Cerebral	2021	Challenger	300.00
Chapter Medicare	2021	Challenger	17.00
Chemical.AI	2021	Enabler	15.00
CHESS Health	2021	Enabler	5.50
Choosing Therapy	2021	Challenger	5.00
Cipherome	2021	Enabler	12.00
Circadia Health	2021	Enabler	14.76
CircleLink Health	2021	Challenger	3.00
Circles	2021	Enabler	8.00
Circuit Clinical	2021	Challenger	7.50
Circulo	2021	Challenger	50.00
CirrusMD	2021	Challenger	20.00
Cityblock	2021	Challenger	400.00
Cityblock	2021	Challenger	352.00
Clarify( Enterprise Systems (Healthcare))	2021	Enabler	115.00
Claritas Rx	2021	Enabler	13.64
Clarity Technologies	2021	Enabler	20.29
Clearing.	2021	Challenger	16.00
Clearsense	2021	Enabler	30.00
Cleerly	2021	Enabler	34.29
Cleo (Commercial Services)	2021	Enabler	40.00
Clever Care Health Plan	2021	Challenger	71.00
Click Therapeutics	2021	Challenger	52.00
Clinetic	2021	Enabler	6.44
Clinicom	2021	Challenger	8.80
Clinii	2021	Enabler	8.90
Clip Health	2021	Enabler	
ClosedLoop	2021	Enabler	34.00
Cognitive Leap	2021	Challenger	
Commons Clinic	2021	Challenger	5.00
Commure	2021	Enabler	362.55
Comprehensive Health Services	2021	Enabler	
Compwell (Clinics/Outpatient Services)	2021	Challenger	5.00
Concert Health	2021	Enabler	10.31
ConcertoCare	2021	Challenger	100.00
Connie Health	2021	Challenger	13.00
Conversa	2021	Enabler	20.00
Cortica	2021	Challenger	60.00
Cosán	2021	Challenger	7.58
Cricket Health	2021	Challenger	83.50
Crossover Health	2021	Challenger	168.00
Cureatr	2021	Enabler	14.50
Curebase	2021	Challenger	15.00
Cured	2021	Enabler	10.00
CureMetrix	2021	Enabler	5.00
Cylinder	2021	Challenger	16.00
Cynerio	2021	Enabler	29.81
Darvis	2021	Enabler	
Datacubed Health	2021	Enabler	8.84
DayTwo	2021	Enabler	37.00
Decent (Healthcare Services)	2021	Challenger	25.00
DeepScribe	2021	Enabler	30.00
DeepScribe	2021	Enabler	3.00
Devoted	2021	Challenger	1,230.00
DexCare	2021	Enabler	20.00
Digbi Health	2021	Challenger	6.40
DigitalOwl	2021	Enabler	6.00
DignifiHealth	2021	Enabler	7.00
Dina	2021	Enabler	7.00
DispatchHealth	2021	Challenger	200.00
DrChrono	2021	Enabler	30.00
Duos	2021	Challenger	6.10
EasyHealth	2021	Challenger	35.00
eBlu Solutions	2021	Enabler	11.40
Edda Technology	2021	Enabler	150.00
Eden Health	2021	Challenger	60.00
Edenbridge Health	2021	Challenger	
Eleanor Health	2021	Challenger	20.00
Element5	2021	Enabler	15.00
Elemy	2021	Challenger	219.00
Elemy	2021	Challenger	63.47
Eleos Health	2021	Enabler	6.00
Elligo Health Research	2021	Enabler	135.50
Ellipsis Health	2021	Enabler	24.86
Emerging Therapy Solutions	2021	Enabler	6.01
Enhatch	2021	Enabler	9.00
Enlace Health	2021	Enabler	58.00
Equip	2021	Challenger	13.00
EQUUM Medical	2021	Challenger	20.00
eternalHealth	2021	Enabler	10.00
eternalHealth	2021	Enabler	10.00
Etiometry	2021	Enabler	9.00
Etiometry	2021	Enabler	5.15
Ever/Body	2021	Challenger	24.88
Evidation Health	2021	Enabler	153.00
EvidenceCare	2021	Enabler	27.00
eVisit	2021	Enabler	45.00
Excelicare	2021	Enabler	13.80
Expressable	2021	Challenger	5.36
EyeQue	2021	Challenger	40.00
Faro Health	2021	Enabler	15.00
FibriCheck	2021	Enabler	10.73
Firefly Health	2021	Challenger	40.00
FirstHand Health	2021	Challenger	14.81
Florence (Healthcare Technology Systems)	2021	Enabler	80.00
Flume Health	2021	Enabler	6.00
flyte (Clinics/Outpatient Services)	2021	Challenger	10.68
Folia Health	2021	Enabler	6.50
FOLX	2021	Challenger	25.00
ForeSee Medical	2021	Enabler	10.30
Foresight (Clinics/Outpatient Services)	2021	Challenger	25.00
Forward (Clinics/Outpatient Services)	2021	Challenger	216.55
Found (Clinics/Outpatient Services)	2021	Challenger	100.00
Found (Clinics/Outpatient Services)	2021	Challenger	24.00
Fountain Life	2021	Challenger	17.14
Freenome	2021	Enabler	300.00
FULLFILL	2021	Challenger	5.00
Future	2021	Challenger	23.81
Galileo (Clinics/Outpatient Services)	2021	Challenger	50.00
Garner	2021	Enabler	45.05
Garner	2021	Enabler	8.90
GeneMatters	2021	Challenger	10.20
Genome Medical	2021	Challenger	60.00
Genomic Life	2021	Challenger	34.40
Genoox	2021	Enabler	8.00
Gentem Health	2021	Enabler	10.00
Getlabs	2021	Challenger	20.00
GiftHealth	2021	Enabler	5.73
Ginger	2021	Challenger	100.00
Glassbeam	2021	Enabler	10.00
Glidian	2021	Enabler	6.10
Glooko	2021	Enabler	30.00
Glytec	2021	Enabler	12.00
GoCheck Kids	2021	Enabler	10.00
Groups Recover Together	2021	Challenger	60.00
Harbinger Health	2021	Enabler	50.00
Harmonize	2021	Challenger	10.00
Hawthorne Health	2021	Enabler	22.00
Hcare	2021	Challenger	
Health Gorilla	2021	Enabler	15.00
Health Recovery Solutions	2021	Enabler	70.00
HealthBridge	2021	Enabler	14.16
HealthRhythms	2021	Enabler	10.80
HealthSnap	2021	Enabler	10.20
HealthTap	2021	Challenger	42.00
HealthVerity	2021	Enabler	100.00
Healthy Together	2021	Enabler	40.00
Heartbeat Health	2021	Challenger	20.00
Heidi Health	2021	Enabler	5.00
Helio Genomics	2021	Challenger	35.00
Helix (Laboratory Services (Healthcare))	2021	Challenger	50.00
HelloHero	2021	Challenger	6.50
Helm	2021	Enabler	6.74
Hero (Healthcare Technology Systems)	2021	Enabler	6.00
Heyday Health	2021	Challenger	5.00
Hinge Health (NYS: HNGE)	2021	Challenger	400.00
Hinge Health (NYS: HNGE)	2021	Challenger	300.00
Hint Health	2021	Enabler	5.09
HistoWiz	2021	Enabler	32.00
Hologram Sciences	2021	Challenger	100.00
Honor	2021	Challenger	70.00
Honor	2021	Challenger	140.00
Hopewell Health	2021	Challenger	6.40
Hopscotch Primary Care	2021	Challenger	15.00
Hospital IQ	2021	Enabler	25.00
Huckleberry (Information Services (B2C))	2021	Challenger	12.50
Huddle Up	2021	Challenger	13.00
Hurdle	2021	Challenger	5.70
ilumed	2021	Enabler	16.50
Ilumivu	2021	Enabler	10.56
Imagen (Healthcare Technology Systems)	2021	Enabler	50.00
Inbox Health	2021	Enabler	12.00
Infinitus Systems	2021	Enabler	30.00
Infinitus Systems	2021	Enabler	17.00
Infinx	2021	Enabler	44.43
Innovaccer	2021	Enabler	150.00
Innovaccer	2021	Enabler	75.00
Insightin Health	2021	Enabler	12.37
Inspire ( Healthcare Services)	2021	Enabler	18.25
InterVenn	2021	Enabler	201.00
InterWell Health	2021	Challenger	46.11
Iterative Health	2021	Enabler	32.07
Iterative Health	2021	Enabler	14.05
IVXpress	2021	Challenger	100.00
ixLayer	2021	Enabler	75.00
Janus Health	2021	Enabler	8.87
Jasper	2021	Challenger	6.75
Jaspr Health	2021	Enabler	
Javara	2021	Challenger	5.29
Juno (Clinics/Outpatient Services)	2021	Challenger	5.39
K Health	2021	Enabler	132.00
K2Bio	2021	Challenger	5.50
Kaia Health	2021	Enabler	75.00
KARE (Healthcare Services)	2021	Challenger	7.85
Kevala (Enterprise Systems (Healthcare))	2021	Enabler	12.10
Kindbody	2021	Challenger	62.00
Kinetik (Enterprise Systems (Healthcare))	2021	Enabler	5.00
Kintsugi (Healthcare Technology Systems)	2021	Enabler	8.00
