company,deal_year,company_type,amt_raised_millions
Truepill,2019,Enabler,13.4
Twill,2019,Challenger,20.21
Twistle,2019,Enabler,16.0
Two Chairs,2019,Challenger,22.45
Two Chairs,2019,Challenger,7.0
Undivided,2019,Challenger,5.94
Unite Us,2019,Enabler,45.71
Updox,2019,Enabler,12.7
Upward Health,2019,Challenger,7.21
Veda,2019,Enabler,7.82
Verata Health,2019,Enabler,10.06
Verato,2019,Enabler,10.0
Verinovum,2019,Enabler,6.0
Vesta Healthcare,2019,Challenger,30.0
Vida,2019,Challenger,30.0
VillageMD,2019,Challenger,175.0
Vim,2019,Enabler,26.7
Virta Health,2019,Challenger,93.1
VirtualHealth,2019,Enabler,14.0
VisitPay,2019,Enabler,8.15
Vital (Enterprise Systems),2019,Enabler,5.2
VitalTech,2019,Challenger,8.0
Viz.ai,2019,Enabler,50.0
Vynca,2019,Enabler,10.3
WelbeHealth,2019,Challenger,33.65
Welkin Health,2019,Enabler,17.5
Well,2019,Enabler,25.0
Wellframe,2019,Enabler,20.0
Wellthy (Clinics/Outpatient Services),2019,Challenger,5.18
WithMe Health,2019,Enabler,20.0
Woebot Health,2019,Challenger,11.5
Workit Health,2019,Challenger,7.9
Xealth,2019,Enabler,14.0
Yes Health,2019,Enabler,9.55
ZERO.health,2019,Challenger,7.15
Zipari,2019,Enabler,22.5
Zipdrug,2019,Enabler,10.8
1upHealth,2020,Enabler,8.0
23andMe (PINX: MEHCQ),2020,Enabler,82.5
98point6,2020,Challenger,118.69
98point6,2020,Challenger,43.0
Abacus Insights,2020,Enabler,25.0
Abridge,2020,Enabler,10.0
Activ Surgical,2020,Enabler,15.0
Advantia Health,2020,Challenger,80.53
Aetion,2020,Enabler,19.0
Ahead (Clinics/Outpatient Services),2020,Challenger,9.0
Aizon,2020,Enabler,15.0
Akido Labs,2020,Enabler,11.2
Aledade,2020,Enabler,64.0
All.Health,2020,Enabler,19.47
AllStripes,2020,Enabler,8.0
Alto Pharmacy,2020,Challenger,250.0
Ambience Healthcare,2020,Enabler,6.2
American Well (NYS: AMWL),2020,Enabler,194.0
Amino Health,2020,Enabler,18.11
Andros (Healthcare Technology Systems),2020,Enabler,25.0
AngelMD,2020,Enabler,
Angle Health,2020,Challenger,5.0
Annexus Health,2020,Enabler,10.0
Anomaly (Healthcare Technology Systems),2020,Enabler,5.0
Apostrophe (Life and Health Insurance),2020,Challenger,9.58
ArborMetrix,2020,Enabler,12.74
AristaMD,2020,Enabler,24.0
Artera,2020,Enabler,45.0
Arterys,2020,Enabler,28.0
Artisight,2020,Enabler,9.29
Ascellus,2020,Challenger,8.0
Ascend Medical,2020,Challenger,8.0
Aspen RxHealth,2020,Challenger,27.0
Assured Allies,2020,Challenger,18.3
Availity Clinical Solutions,2020,Enabler,18.0
b.well Connected Health,2020,Enabler,16.1
Babson Diagnostics,2020,Challenger,13.7
Babylon Health,2020,Challenger,100.0
Benchling,2020,Enabler,50.0
Better Life Partners,2020,Challenger,5.57
Better Therapeutics,2020,Enabler,10.0
Bicycle Health,2020,Enabler,5.28
Big Health,2020,Enabler,39.0
Biofourmis,2020,Enabler,100.0
Blink Health,2020,Enabler,200.0
Braid Health,2020,Enabler,6.0
Brave Health,2020,Challenger,8.0
Breezmed,2020,Enabler,
Bridge Connector,2020,Enabler,25.5
Bright.md,2020,Enabler,16.7
BrightInsight,2020,Enabler,34.66
Brightline (Clinics/Outpatient Services),2020,Challenger,20.0
Bunkerhill Health,2020,Enabler,10.93
Buoy Health,2020,Challenger,37.5
Buoy Health,2020,Challenger,22.68
C2i Genomics,2020,Enabler,12.0
Cadence Health,2020,Enabler,16.5
Calcium (Medical Records Systems),2020,Enabler,5.0
Calibrate,2020,Challenger,5.1
Calm,2020,Challenger,40.0
Calm,2020,Challenger,88.0
Caption Care,2020,Enabler,53.0
Caption Care,2020,Enabler,
Carbon Health,2020,Challenger,100.0
Carbon Health,2020,Challenger,25.12
CareBridge,2020,Challenger,36.75
CareRev,2020,Enabler,6.3
CareSignal,2020,Enabler,7.0
Cariloop,2020,Challenger,6.0
Carrot Fertility,2020,Challenger,24.0
Cecelia Health,2020,Challenger,10.44
Cedar (Enterprise Systems (Healthcare)),2020,Enabler,77.0
Centivo,2020,Challenger,33.5
Cerebral,2020,Challenger,35.0
CHESS Health,2020,Enabler,
Cityblock,2020,Challenger,53.31
Clara Health,2020,Challenger,11.0
Clearsense,2020,Enabler,27.5
Cleerly,2020,Enabler,14.48
Cleo (Commercial Services),2020,Enabler,31.22
Clever Care Health Plan,2020,Challenger,19.5
ClosedLoop,2020,Enabler,8.0
Codoxo,2020,Enabler,7.0
Cognoa,2020,Enabler,54.0
Cohere Health,2020,Enabler,20.0
Comprehensive Health Services,2020,Enabler,
ConcertoCare,2020,Challenger,45.0
Connections Health Solutions,2020,Challenger,32.5
ConsortiEX,2020,Enabler,7.3
Cortechs.ai,2020,Enabler,5.88
Cortex (Healthcare Technology Systems),2020,Enabler,30.0
Cosán,2020,Challenger,6.74
Covera Health,2020,Enabler,12.5
Curai Health,2020,Challenger,27.5
Curve Health,2020,Challenger,6.0
Darmiyan,2020,Enabler,6.43
Dascena,2020,Enabler,50.0
Datavant,2020,Enabler,40.0
DawnLight,2020,Enabler,38.0
Decent (Healthcare Services),2020,Challenger,10.0
Devoted,2020,Challenger,450.0
DispatchHealth,2020,Challenger,135.8
DocASAP,2020,Enabler,18.0
Doctor On Demand,2020,Challenger,75.0
Dorsata,2020,Enabler,5.24
dosist,2020,Challenger,
Eden Health,2020,Challenger,25.0
Elation Health,2020,Enabler,40.0
Elligo Health Research,2020,Enabler,36.9
Elucid,2020,Enabler,9.5
Elucid,2020,Enabler,8.0
Embic,2020,Enabler,5.0
Embold Health,2020,Enabler,22.46
Embold Health,2020,Enabler,10.0
EmpowerHealth,2020,Enabler,8.18
Engooden Health,2020,Enabler,11.5
Enlace Health,2020,Enabler,27.0
EnsoData,2020,Enabler,8.96
Episode Solutions,2020,Enabler,6.65
ESO Solutions,2020,Enabler,10.0
Everly Health,2020,Challenger,258.0
Everly Health,2020,Challenger,25.0
Evernow,2020,Challenger,24.0
Evidation Health,2020,Enabler,
Evidation Health,2020,Enabler,45.0
eVisit,2020,Enabler,14.0
Ferrum Health,2020,Enabler,9.0
Fibronostics,2020,Enabler,8.3
Firefly Health,2020,Challenger,10.2
First Dollar,2020,Enabler,5.0
FitOn Health,2020,Enabler,9.25
Foresight (Clinics/Outpatient Services),2020,Challenger,13.4
Found (Clinics/Outpatient Services),2020,Challenger,8.0
Freenome,2020,Enabler,270.0
Fruit Street,2020,Challenger,
Fruit Street,2020,Challenger,17.0
Galileo (Clinics/Outpatient Services),2020,Challenger,20.0
Genome Medical,2020,Challenger,37.0
Gento,2020,Challenger,5.0
Ginger,2020,Challenger,50.0
Glytec,2020,Enabler,6.0
Guideway Care,2020,Challenger,5.5
Gyant,2020,Enabler,13.62
H1 Insights,2020,Enabler,58.0
H1 Insights,2020,Enabler,12.9
Hazel Health,2020,Challenger,34.5
Headspace,2020,Challenger,101.33
Heal,2020,Challenger,62.43
Health Data Analytics Institute,2020,Enabler,16.0
HealthBridge,2020,Enabler,8.0
HealthCare.com,2020,Challenger,5.0
HealthJoy,2020,Enabler,30.0
Healthmine,2020,Enabler,10.5
HealthVerity,2020,Enabler,
Heartbeat Health,2020,Challenger,9.34
Helix (Laboratory Services (Healthcare)),2020,Challenger,
Hellocare.ai,2020,Enabler,10.0
Hero (Healthcare Technology Systems),2020,Enabler,15.0
Higi (Decision/Risk Analysis),2020,Enabler,31.41
Hinge Health (NYS: HNGE),2020,Challenger,85.9
Holmusk (He serves),2020,Enabler,25.95
Homethrive,2020,Challenger,17.75
Hone Health,2020,Challenger,5.06
Honeybee Health,2020,Enabler,6.0
Immertec,2020,Enabler,12.0
Indy Health,2020,Enabler,15.74
Innovaccer,2020,Enabler,70.0
Insight Timer,2020,Challenger,27.41
IntelyCare,2020,Enabler,36.42
InterVenn,2020,Enabler,33.69
Iora Health,2020,Challenger,126.0
IVXpress,2020,Challenger,30.0
JRNYS,2020,Enabler,15.59
K Health,2020,Enabler,37.0
K Health,2020,Enabler,46.95
K4Connect,2020,Enabler,7.7
Kaden Health,2020,Challenger,19.08
Kaia Health,2020,Enabler,25.85
Kalderos,2020,Enabler,28.0
Kiio,2020,Challenger,
Kindbody,2020,Challenger,30.0
Klara (Enterprise Systems),2020,Enabler,15.0
Kyruus,2020,Enabler,72.35
Laguna Health,2020,Enabler,6.6
Lark,2020,Challenger,55.0
LeanTaaS,2020,Enabler,130.0
Lemonaid Health,2020,Challenger,36.77
Level Ex,2020,Enabler,8.0
LifeGuides,2020,Enabler,5.5
Lifespark,2020,Challenger,16.09
Lightship,2020,Challenger,19.71
Limbix,2020,Enabler,8.88
Lirio,2020,Enabler,5.3
Loyal (Healthcare Technology Systems),2020,Enabler,12.5
Lumeon,2020,Enabler,29.71
Luna (Nashville),2020,Challenger,18.0
Lyra Health,2020,Challenger,110.0
Lyra Health,2020,Challenger,75.0
MacroHealth,2020,Enabler,39.11
Mahana,2020,Challenger,10.01
Mammoth Biosciences,2020,Enabler,44.1
Mammoth Biosciences,2020,Enabler,50.0
Maven,2020,Challenger,45.0
MD Revolution,2020,Enabler,12.25
MDLive,2020,Challenger,50.0
Medable,2020,Enabler,91.0
MedArrive,2020,Challenger,6.9
Medely,2020,Enabler,28.0
Medically Home,2020,Challenger,40.43
Medici,2020,Challenger,23.0
Medigate,2020,Enabler,30.0
Medivis,2020,Enabler,5.0
Medly Pharmacy,2020,Challenger,70.03
Medocity,2020,Enabler,10.84
Memora Health,2020,Enabler,7.5
Meru Health,2020,Challenger,8.1
Mightier,2020,Enabler,7.0
Mindbloom,2020,Challenger,8.0
Mindstrong,2020,Challenger,100.0
Modern Health,2020,Challenger,31.0
Modern Health,2020,Challenger,51.0
Moneta,2020,Challenger,13.6
Monogram Health,2020,Challenger,7.0
Monument,2020,Challenger,7.5
mPulse.,2020,Enabler,16.0
MyLaurel,2020,Challenger,54.0
Navina,2020,Enabler,5.32
NeueHealth (NYS: NEUE),2020,Challenger,500.0
NeuroFlow,2020,Enabler,7.5
NexHealth,2020,Enabler,15.0
Nice Healthcare,2020,Challenger,5.0
NOCD,2020,Challenger,12.0
Noteworth,2020,Enabler,5.5
Nucleai,2020,Enabler,8.5
Nuna,2020,Enabler,26.7
Nurx,2020,Challenger,22.0
Nym (Enterprise Systems (Healthcare)),2020,Enabler,16.25
Nymbl (Healthcare Technology Systems),2020,Enabler,3.5
Octave,2020,Challenger,20.0
Olive (Enterprise Systems),2020,Enabler,225.5
Olive (Enterprise Systems),2020,Enabler,46.36
Olive (Enterprise Systems),2020,Enabler,52.02
Omada (NAS: OMDA),2020,Challenger,39.47
OMNY Health,2020,Enabler,7.0
Onc AI,2020,Enabler,6.0
OncoHealth (Atlanta),2020,Enabler,28.0
OncoHost,2020,Enabler,8.53
One Drop,2020,Enabler,34.71
OneStudyTeam,2020,Enabler,30.0
Opyn,2020,Enabler,11.0
Orbita,2020,Enabler,9.0
Oscar Health (NYS: OSCR),2020,Challenger,140.0
Oscar Health (NYS: OSCR),2020,Challenger,225.0
Oshi Health,2020,Challenger,6.0
OutcomeMD,2020,Enabler,9.25
Ovia Health,2020,Enabler,7.58
Owkin,2020,Enabler,43.0
Owl,2020,Enabler,15.48
Pace,2020,Enabler,5.0
Paceline,2020,Enabler,5.13
Pager,2020,Challenger,22.0
Paige,2020,Enabler,70.0
Papa,2020,Challenger,18.0
Parsley Health,2020,Challenger,20.0
Particle Health,2020,Enabler,12.0
PathologyWatch,2020,Challenger,5.0
PatientIQ,2020,Enabler,6.18
PatientPay,2020,Enabler,6.15
PatientPop,2020,Enabler,50.0
PatientsLikeMe,2020,Enabler,20.0
Pelago,2020,Challenger,12.14
Perfect Health,2020,Challenger,25.0
PharmID,2020,Enabler,5.0
Phosphorus (Decision/Risk Analysis),2020,Enabler,7.99
PicnicHealth,2020,Enabler,25.0
PierianDx,2020,Enabler,27.3
Pillar Biosciences,2020,Enabler,29.7
Pivot (Healthcare Technology Systems),2020,Enabler,6.7
Plethy,2020,Challenger,7.0
PlushCare,2020,Challenger,23.0
Predicine,2020,Enabler,26.21
Prescryptive,2020,Enabler,26.0
Presidium Health,2020,Challenger,5.0
Progentec,2020,Enabler,5.0
Proscia,2020,Enabler,22.96
Qualio,2020,Enabler,11.03
Quiddity Solutions,2020,Enabler,5.0
Rapid Surgical,2020,Enabler,5.66
RapidAI,2020,Enabler,15.68
ReadySet (Enterprise Systems (Healthcare)),2020,Enabler,6.15
RealizedCare,2020,Enabler,7.2
Reimagine Care,2020,Challenger,25.0
Retrace,2020,Enabler,18.0
Rhyme (Healthcare Technology Systems),2020,Enabler,10.0
Rhythmic Health,2020,Challenger,5.0
Rialtic,2020,Enabler,16.21
Ribbon (Enterprise Systems (Healthcare)),2020,Enabler,11.82
Ringmaster,2020,Enabler,5.0
Ro,2020,Challenger,124.51
Robin Healthcare,2020,Enabler,10.0
RubiconMD,2020,Enabler,18.0
RxAnte,2020,Enabler,8.9
RxVantage,2020,Enabler,7.0
RxWare,2020,Enabler,6.0
Salucro,2020,Enabler,7.35
SameSky Health,2020,Challenger,17.05
SchoolCare,2020,Enabler,25.0
Science 37 Holdings,2020,Enabler,40.0
Scripta Insights,2020,Enabler,5.0
ScriptDrop,2020,Enabler,16.65
Seer (Decision/Risk Analysis) (NAS: SEER),2020,Enabler,55.0
SilverCloud Health,2020,Enabler,16.0
Simple App,2020,Challenger,7.99
Simplify ASC,2020,Enabler,7.0
Sirona,2020,Enabler,8.81
Sirona,2020,Enabler,13.5
SiteRx,2020,Enabler,6.1
Sitka (Healthcare Technology Systems),2020,Enabler,5.0
SocialClimb,2020,Enabler,12.0
Socially Determined,2020,Enabler,11.1
Solv.,2020,Challenger,27.0
Somatus,2020,Challenger,64.0
SonderMind,2020,Challenger,27.0
Sparta Science,2020,Enabler,16.0
Spring Health,2020,Challenger,76.0
Spring Health,2020,Challenger,21.75
Spring Hills,2020,Challenger,61.94
Springtide Child Development,2020,Challenger,18.13
Spruce Health,2020,Enabler,12.0
SRS Web Solutions,2020,Enabler,8.0
SteadyMD,2020,Challenger,6.0
Stellar Health,2020,Enabler,10.15
Strava,2020,Enabler,110.0
Subtle Medical,2020,Enabler,12.2
Suki,2020,Enabler,20.0
Surgical Theater,2020,Enabler,16.5
Sword Health,2020,Challenger,25.0
Sword Health,2020,Challenger,17.0
Syapse,2020,Enabler,30.0
Telemynd,2020,Challenger,6.8
The Helper Bees,2020,Enabler,6.0
Therapymatch,2020,Challenger,26.0
Thirty Madison,2020,Challenger,47.0
Tia,2020,Challenger,24.28
TigerConnect,2020,Enabler,24.49
Together Senior Health,2020,Challenger,
Tomorrow Health,2020,Enabler,7.06
Topography Health,2020,Enabler,5.85
Transcarent,2020,Enabler,40.0
Trellus (Other Healthcare Services) (LON: TRLS),2020,Enabler,5.0
Truepill,2020,Enabler,25.0
Truepill,2020,Enabler,75.0
TwentyEight,2020,Enabler,5.1
Twistle,2020,Enabler,18.0
Upfront (Enterprise Systems),2020,Enabler,11.5
Upperline Health,2020,Challenger,14.03
Upward Health,2020,Challenger,7.64
Valisure,2020,Challenger,
Vativis,2020,Enabler,13.91
Verana Health,2020,Enabler,100.0
Vineti,2020,Enabler,78.0
Virta Health,2020,Challenger,64.88
Vista.ai,2020,Enabler,8.65
VisualDx,2020,Enabler,12.8
VitalTech,2020,Challenger,5.2
Vivante Health (Merger),2020,Challenger,8.42
Vytalize,2020,Challenger,5.5
Walrus Health,2020,Enabler,14.3
WAYS (Elder and Disabled Care),2020,Challenger,7.5
Wayspring,2020,Challenger,15.0
Wellinks,2020,Challenger,14.0
Wellth (California),2020,Enabler,11.62
Wellthy (Clinics/Outpatient Services),2020,Challenger,5.62
Wheel Health,2020,Enabler,13.9
WithMe Health,2020,Enabler,20.0
Workit Health,2020,Challenger,12.0
xCures,2020,Enabler,5.2
Xealth,2020,Enabler,6.0
XRHealth USA,2020,Challenger,7.0
Zeda (Devices and Supplies),2020,Enabler,16.76
Zeera,2020,Challenger,6.0
Zero Longevity Science,2020,Challenger,8.0
Zing Health,2020,Challenger,150.0
Zipari,2020,Enabler,10.32
1upHealth,2021,Enabler,25.0
20/20 Onsite,2021,Challenger,
Actium Health,2021,Enabler,25.0
AcuityMD,2021,Enabler,7.0
AdaptX,2021,Enabler,6.85
Advise Insurance,2021,Challenger,100.0
Aetion,2021,Enabler,110.0
Affect (Clinics/Outpatient Services),2021,Challenger,6.5
AKASA,2021,Enabler,60.0
Akili Interactive,2021,Challenger,110.0
Aledade,2021,Enabler,100.0
Alife,2021,Enabler,9.5
AllStripes,2021,Enabler,50.0
Alma (Clinics/Outpatient Services),2021,Challenger,28.0
Alma (Clinics/Outpatient Services),2021,Challenger,50.0
Alpha,2021,Challenger,25.0
Alterwood Advantage,2021,Enabler,10.45
AmberGen,2021,Enabler,
AmplifyMD,2021,Enabler,6.0
Andros (Healthcare Technology Systems),2021,Enabler,11.93
Anomaly (Healthcare Technology Systems),2021,Enabler,17.12
Antidote,2021,Enabler,23.77
Antidote Health,2021,Challenger,12.0
Anumana,2021,Enabler,60.0
Anumana,2021,Enabler,25.7
Apella,2021,Enabler,21.25
Aptihealth,2021,Challenger,57.0
Arine,2021,Enabler,13.6
Arrive Health,2021,Enabler,8.0
Arrive Health,2021,Enabler,7.0
Artera,2021,Enabler,22.1
Ash,2021,Challenger,3.35
Asimily,2021,Enabler,9.83
AssuranceSD,2021,Challenger,31.6
Astarte Medical,2021,Enabler,7.6
Aural Analytics,2021,Enabler,15.0
AvodahMed,2021,Enabler,7.0
Axuall,2021,Enabler,10.38
b.well Connected Health,2021,Enabler,32.1
Babson Diagnostics,2021,Challenger,31.0
Babylon Health,2021,Challenger,200.0
Bamf Health,2021,Challenger,5.0
Banjo Health,2021,Enabler,7.56
Bardavon,2021,Enabler,106.7
Belong.Life,2021,Enabler,15.0
BeMe Health,2021,Enabler,7.24
Benchling,2021,Enabler,106.0
Benchling,2021,Enabler,200.0
Bend (Managed Care),2021,Enabler,7.0
Better Health,2021,Challenger,13.45
BetterNight,2021,Challenger,9.0
Bicycle Health,2021,Enabler,27.0
BioFluidica,2021,Enabler,5.98
Blue Note Therapeutics,2021,Challenger,31.25
BlueJay Mobile Health,2021,Challenger,7.5
BluPanda,2021,Enabler,8.05
Bold (Educational and Training Services),2021,Challenger,7.0
BrainCheck,2021,Enabler,8.87
BrainTap,2021,Enabler,7.63
Brave Care,2021,Challenger,25.0
Brave Care,2021,Challenger,10.0
Brave Health,2021,Challenger,10.0
Breathwrk,2021,Challenger,5.2
BrightInsight,2021,Enabler,101.0
Brightline (Clinics/Outpatient Services),2021,Challenger,65.75
Brightside Health,2021,Challenger,50.0
Brightside Health,2021,Challenger,17.19
Bttn (Distributors ),2021,Enabler,6.5
BurnAlong,2021,Challenger,7.0
C2i Genomics,2021,Enabler,100.0
Calibrate,2021,Challenger,100.0
Calibrate,2021,Challenger,20.25
Calmerry,2021,Challenger,5.0
Candid Health,2021,Enabler,9.0
Canvas Medical,2021,Enabler,11.0
Capital Rx,2021,Enabler,50.0
Carbon Health,2021,Challenger,350.0
Care Daily,2021,Enabler,5.35
CareRev,2021,Enabler,50.0
careviso,2021,Enabler,7.9
Carevive,2021,Enabler,18.0
Cariloop,2021,Challenger,15.0
Carrot Fertility,2021,Challenger,60.0
Carrum Health,2021,Enabler,40.0
Carta Healthcare,2021,Enabler,17.3
Caspar AI,2021,Enabler,12.0
Cecelia Health,2021,Challenger,
Cedar (Enterprise Systems (Healthcare)),2021,Enabler,268.36
Cedar (Enterprise Systems (Healthcare)),2021,Enabler,200.0
Ceevra,2021,Enabler,10.0
CellMax Life,2021,Challenger,5.1
Centaur Labs,2021,Enabler,15.89
Cerebral,2021,Challenger,126.4
Cerebral,2021,Challenger,300.0
Chapter Medicare,2021,Challenger,17.0
Chemical.AI,2021,Enabler,15.0
CHESS Health,2021,Enabler,5.5
Choosing Therapy,2021,Challenger,5.0
Cipherome,2021,Enabler,12.0
Circadia Health,2021,Enabler,14.76
CircleLink Health,2021,Challenger,3.0
Circles,2021,Enabler,8.0
Circuit Clinical,2021,Challenger,7.5
Circulo,2021,Challenger,50.0
CirrusMD,2021,Challenger,20.0
Cityblock,2021,Challenger,400.0
Cityblock,2021,Challenger,352.0
Clarify( Enterprise Systems (Healthcare)),2021,Enabler,115.0
Claritas Rx,2021,Enabler,13.64
Clarity Technologies,2021,Enabler,20.29
Clearing.,2021,Challenger,16.0
Clearsense,2021,Enabler,30.0
Cleerly,2021,Enabler,34.29
Cleo (Commercial Services),2021,Enabler,40.0
Clever Care Health Plan,2021,Challenger,71.0
Click Therapeutics,2021,Challenger,52.0
Clinetic,2021,Enabler,6.44
Clinicom,2021,Challenger,8.8
Clinii,2021,Enabler,8.9
Clip Health,2021,Enabler,
ClosedLoop,2021,Enabler,34.0
Cognitive Leap,2021,Challenger,
Commons Clinic,2021,Challenger,5.0
Commure,2021,Enabler,362.55
Comprehensive Health Services,2021,Enabler,
Compwell (Clinics/Outpatient Services),2021,Challenger,5.0
Concert Health,2021,Enabler,10.31
ConcertoCare,2021,Challenger,100.0
Connie Health,2021,Challenger,13.0
Conversa,2021,Enabler,20.0
Cortica,2021,Challenger,60.0
Cosán,2021,Challenger,7.58
Cricket Health,2021,Challenger,83.5
Crossover Health,2021,Challenger,168.0
Cureatr,2021,Enabler,14.5
Curebase,2021,Challenger,15.0
Cured,2021,Enabler,10.0
CureMetrix,2021,Enabler,5.0
Cylinder,2021,Challenger,16.0
Cynerio,2021,Enabler,29.81
Darvis,2021,Enabler,
Datacubed Health,2021,Enabler,8.84
DayTwo,2021,Enabler,37.0
Decent (Healthcare Services),2021,Challenger,25.0
DeepScribe,2021,Enabler,30.0
DeepScribe,2021,Enabler,3.0
Devoted,2021,Challenger,1230.0
DexCare,2021,Enabler,20.0
Digbi Health,2021,Challenger,6.4
DigitalOwl,2021,Enabler,6.0
DignifiHealth,2021,Enabler,7.0
Dina,2021,Enabler,7.0
DispatchHealth,2021,Challenger,200.0
DrChrono,2021,Enabler,30.0
Duos,2021,Challenger,6.1
EasyHealth,2021,Challenger,35.0
eBlu Solutions,2021,Enabler,11.4
Edda Technology,2021,Enabler,150.0
Eden Health,2021,Challenger,60.0
Edenbridge Health,2021,Challenger,
Eleanor Health,2021,Challenger,20.0
Element5,2021,Enabler,15.0
Elemy,2021,Challenger,219.0
Elemy,2021,Challenger,63.47
Eleos Health,2021,Enabler,6.0
Elligo Health Research,2021,Enabler,135.5
Ellipsis Health,2021,Enabler,24.86
Emerging Therapy Solutions,2021,Enabler,6.01
Enhatch,2021,Enabler,9.0
Enlace Health,2021,Enabler,58.0
Equip,2021,Challenger,13.0
EQUUM Medical,2021,Challenger,20.0
eternalHealth,2021,Enabler,10.0
eternalHealth,2021,Enabler,10.0
Etiometry,2021,Enabler,9.0
Etiometry,2021,Enabler,5.15
Ever/Body,2021,Challenger,24.88
Evidation Health,2021,Enabler,153.0
EvidenceCare,2021,Enabler,27.0
eVisit,2021,Enabler,45.0
Excelicare,2021,Enabler,13.8
Expressable,2021,Challenger,5.36
EyeQue,2021,Challenger,40.0
Faro Health,2021,Enabler,15.0
FibriCheck,2021,Enabler,10.73
Firefly Health,2021,Challenger,40.0
FirstHand Health,2021,Challenger,14.81
Florence (Healthcare Technology Systems),2021,Enabler,80.0
Flume Health,2021,Enabler,6.0
flyte (Clinics/Outpatient Services),2021,Challenger,10.68
Folia Health,2021,Enabler,6.5
FOLX,2021,Challenger,25.0
ForeSee Medical,2021,Enabler,10.3
Foresight (Clinics/Outpatient Services),2021,Challenger,25.0
Forward (Clinics/Outpatient Services),2021,Challenger,216.55
Found (Clinics/Outpatient Services),2021,Challenger,100.0
Found (Clinics/Outpatient Services),2021,Challenger,24.0
Fountain Life,2021,Challenger,17.14
Freenome,2021,Enabler,300.0
FULLFILL,2021,Challenger,5.0
Future,2021,Challenger,23.81
Galileo (Clinics/Outpatient Services),2021,Challenger,50.0
Garner,2021,Enabler,45.05
Garner,2021,Enabler,8.9
GeneMatters,2021,Challenger,10.2
Genome Medical,2021,Challenger,60.0
Genomic Life,2021,Challenger,34.4
Genoox,2021,Enabler,8.0
Gentem Health,2021,Enabler,10.0
Getlabs,2021,Challenger,20.0
GiftHealth,2021,Enabler,5.73
Ginger,2021,Challenger,100.0
Glassbeam,2021,Enabler,10.0
Glidian,2021,Enabler,6.1
Glooko,2021,Enabler,30.0
Glytec,2021,Enabler,12.0
GoCheck Kids,2021,Enabler,10.0
Groups Recover Together,2021,Challenger,60.0
Harbinger Health,2021,Enabler,50.0
Harmonize,2021,Challenger,10.0
Hawthorne Health,2021,Enabler,22.0
Hcare,2021,Challenger,
Health Gorilla,2021,Enabler,15.0
Health Recovery Solutions,2021,Enabler,70.0
HealthBridge,2021,Enabler,14.16
HealthRhythms,2021,Enabler,10.8
HealthSnap,2021,Enabler,10.2
HealthTap,2021,Challenger,42.0
HealthVerity,2021,Enabler,100.0
Healthy Together,2021,Enabler,40.0
Heartbeat Health,2021,Challenger,20.0
Heidi Health,2021,Enabler,5.0
Helio Genomics,2021,Challenger,35.0
Helix (Laboratory Services (Healthcare)),2021,Challenger,50.0
HelloHero,2021,Challenger,6.5
Helm,2021,Enabler,6.74
Hero (Healthcare Technology Systems),2021,Enabler,6.0
Heyday Health,2021,Challenger,5.0
Hinge Health (NYS: HNGE),2021,Challenger,400.0
Hinge Health (NYS: HNGE),2021,Challenger,300.0
Hint Health,2021,Enabler,5.09
HistoWiz,2021,Enabler,32.0
Hologram Sciences,2021,Challenger,100.0
Honor,2021,Challenger,70.0
Honor,2021,Challenger,140.0
Hopewell Health,2021,Challenger,6.4
Hopscotch Primary Care,2021,Challenger,15.0
Hospital IQ,2021,Enabler,25.0
Huckleberry (Information Services (B2C)),2021,Challenger,12.5
Huddle Up,2021,Challenger,13.0
Hurdle,2021,Challenger,5.7
ilumed,2021,Enabler,16.5
Ilumivu,2021,Enabler,10.56
Imagen (Healthcare Technology Systems),2021,Enabler,50.0
Inbox Health,2021,Enabler,12.0
Infinitus Systems,2021,Enabler,30.0
Infinitus Systems,2021,Enabler,17.0
Infinx,2021,Enabler,44.43
Innovaccer,2021,Enabler,150.0
Innovaccer,2021,Enabler,75.0
Insightin Health,2021,Enabler,12.37
Inspire ( Healthcare Services),2021,Enabler,18.25
InterVenn,2021,Enabler,201.0
InterWell Health,2021,Challenger,46.11
Iterative Health,2021,Enabler,32.07
Iterative Health,2021,Enabler,14.05
IVXpress,2021,Challenger,100.0
ixLayer,2021,Enabler,75.0
Janus Health,2021,Enabler,8.87
Jasper,2021,Challenger,6.75
Jaspr Health,2021,Enabler,
Javara,2021,Challenger,5.29
Juno (Clinics/Outpatient Services),2021,Challenger,5.39
K Health,2021,Enabler,132.0
K2Bio,2021,Challenger,5.5
Kaia Health,2021,Enabler,75.0
KARE (Healthcare Services),2021,Challenger,7.85
Kevala (Enterprise Systems (Healthcare)),2021,Enabler,12.1
Kindbody,2021,Challenger,62.0
Kinetik (Enterprise Systems (Healthcare)),2021,Enabler,5.0
Kintsugi (Healthcare Technology Systems),2021,Enabler,8.0
Kno2,2021,Enabler,15.0
Komodo Health,2021,Enabler,120.0
Komodo Health,2021,Enabler,44.0
L7 Informatics,2021,Enabler,13.0
Lane Health,2021,Enabler,8.1
Lark,2021,Challenger,100.0
Latica,2021,Enabler,12.0
Leal Health,2021,Enabler,5.0
LifeLink Systems,2021,Enabler,5.5
Lifespark,2021,Challenger,20.0
Lifeview (Laboratory Services),2021,Challenger,12.0
Lightship,2021,Challenger,50.0
Limbix,2021,Enabler,15.0
